"drink_id","drink_name","base","temperature","size","milk","syrup","sweetness_level","espresso_shots","caffeine_level","calories","price","dietary_tags","flavor_profile"
"DRK-0126","Tall Hot Light No Milk Americano with White Mocha","Americano","hot","tall","none","white mocha","light","2","medium","70","4.65","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, white chocolate, lightly sweet"
"DRK-0127","Grande Hot Light Nonfat Cappuccino with White Mocha","Cappuccino","hot","grande","nonfat","white mocha","light","2","medium","195","5.9","vegetarian,low-fat,nut-free","foamy espresso, light dairy, white chocolate, lightly sweet"
"DRK-0128","Grande Blended Light Nonfat Frappuccino with White Mocha","Frappuccino","blended","grande","nonfat","white mocha","light","0","low","365","7.2","vegetarian,low-fat,nut-free","sweet blended coffee, light dairy, white chocolate, lightly sweet"
"DRK-0129","Grande Iced Light No Milk Refresher with Raspberry","Refresher","iced","grande","none","raspberry","light","0","low","170","6","dairy-free,vegan,nut-free","bright fruit, no milk, berry, lightly sweet"
"DRK-0130","Grande Hot Light No Milk Herbal Tea with No Syrup","Herbal Tea","hot","grande","none","none","light","0","none","55","4.3","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, lightly sweet"
"DRK-0131","Grande Iced Classic Nonfat Latte with Brown Sugar","Latte","iced","grande","nonfat","brown sugar","classic","2","medium","235","5.9","vegetarian,low-fat,nut-free","creamy espresso, light dairy, brown sugar, balanced sweet"
"DRK-0132","Grande Iced Classic Nonfat Cold Brew with Brown Sugar","Cold Brew","iced","grande","nonfat","brown sugar","classic","0","high","125","6.1","vegetarian,low-fat,nut-free","bold smooth coffee, light dairy, brown sugar, balanced sweet"
"DRK-0133","Grande Iced Classic Oat Mocha with Brown Sugar","Mocha","iced","grande","oat","brown sugar","classic","2","medium","385","7.2","dairy-free,vegan,nut-free","chocolate espresso, toasty oat, brown sugar, balanced sweet"
"DRK-0134","Venti Iced Classic Oat Matcha Latte with Brown Sugar","Matcha Latte","iced","venti","oat","brown sugar","classic","0","medium","380","7.55","dairy-free,vegan,nut-free","earthy green tea, toasty oat, brown sugar, balanced sweet"
"DRK-0135","Venti Iced Classic Oat Chai Latte with Brown Sugar","Chai Latte","iced","venti","oat","brown sugar","classic","0","medium","390","7.25","dairy-free,vegan,nut-free","spiced black tea, toasty oat, brown sugar, balanced sweet"
"DRK-0136","Venti Iced Classic Oat Americano with Cinnamon Dolce","Americano","iced","venti","oat","cinnamon dolce","classic","3","medium","220","6.25","dairy-free,vegan,nut-free","clean espresso, toasty oat, warm cinnamon, balanced sweet"
"DRK-0137","Venti Iced Classic Oat Cappuccino with Cinnamon Dolce","Cappuccino","iced","venti","oat","cinnamon dolce","classic","3","medium","315","6.95","dairy-free,vegan,nut-free","foamy espresso, toasty oat, warm cinnamon, balanced sweet"
"DRK-0138","Venti Blended Classic Oat Frappuccino with Cinnamon Dolce","Frappuccino","blended","venti","oat","cinnamon dolce","classic","0","low","485","8.25","dairy-free,vegan,nut-free","sweet blended coffee, toasty oat, warm cinnamon, balanced sweet"
"DRK-0139","Venti Iced Classic Oat Refresher with Cinnamon Dolce","Refresher","iced","venti","oat","cinnamon dolce","classic","0","low","295","7.15","dairy-free,vegan,nut-free","bright fruit, toasty oat, warm cinnamon, balanced sweet"
"DRK-0140","Venti Iced Classic Oat Herbal Tea with Cinnamon Dolce","Herbal Tea","iced","venti","oat","cinnamon dolce","classic","0","none","215","6.05","dairy-free,vegan,nut-free","calm botanical, toasty oat, warm cinnamon, balanced sweet"
"DRK-0141","Short Blended Classic Oat Latte with Peppermint","Latte","blended","short","oat","peppermint","classic","2","medium","195","5.55","dairy-free,vegan,nut-free","creamy espresso, toasty oat, cool mint, balanced sweet"
"DRK-0142","Short Blended Classic Oat Cold Brew with Peppermint","Cold Brew","blended","short","oat","peppermint","classic","0","high","85","5.75","dairy-free,vegan,nut-free,low-calorie","bold smooth coffee, toasty oat, cool mint, balanced sweet"
"DRK-0143","Short Blended Classic Oat Mocha with Peppermint","Mocha","blended","short","oat","peppermint","classic","2","medium","295","6.15","dairy-free,vegan,nut-free","chocolate espresso, toasty oat, cool mint, balanced sweet"
"DRK-0144","Short Blended Extra Almond Matcha Latte with Peppermint","Matcha Latte","blended","short","almond","peppermint","extra","0","medium","213","6.05","dairy-free,vegan","earthy green tea, nutty almond, cool mint, dessert sweet"
"DRK-0145","Short Blended Extra Almond Chai Latte with Peppermint","Chai Latte","blended","short","almond","peppermint","extra","0","medium","223","5.75","dairy-free,vegan","spiced black tea, nutty almond, cool mint, dessert sweet"
"DRK-0146","Short Blended Extra No Milk Americano with Raspberry","Americano","blended","short","none","raspberry","extra","2","medium","74","4.05","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, berry, dessert sweet"
"DRK-0147","Short Hot Extra Almond Cappuccino with Raspberry","Cappuccino","hot","short","almond","raspberry","extra","2","medium","149","5.45","dairy-free,vegan","foamy espresso, nutty almond, berry, dessert sweet"
"DRK-0148","Tall Blended Extra Almond Frappuccino with Raspberry","Frappuccino","blended","tall","almond","raspberry","extra","0","low","354","7.25","dairy-free,vegan","sweet blended coffee, nutty almond, berry, dessert sweet"
"DRK-0149","Tall Blended Extra No Milk Refresher with Raspberry","Refresher","blended","tall","none","raspberry","extra","0","low","184","5.45","dairy-free,vegan,nut-free","bright fruit, no milk, berry, dessert sweet"
"DRK-0150","Tall Iced Extra No Milk Herbal Tea with Raspberry","Herbal Tea","iced","tall","none","raspberry","extra","0","none","104","4.35","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, berry, dessert sweet"
"DRK-0151","Tall Hot Extra Almond Latte with No Syrup","Latte","hot","tall","almond","none","extra","2","medium","110","5.45","dairy-free,vegan,low-calorie,no-added-sugar","creamy espresso, nutty almond, unsweetened, dessert sweet"
"DRK-0152","Tall Iced Extra Almond Cold Brew with No Syrup","Cold Brew","iced","tall","almond","none","extra","0","high","5","5.65","dairy-free,vegan,low-calorie,no-added-sugar","bold smooth coffee, nutty almond, unsweetened, dessert sweet"
"DRK-0153","Tall Hot Extra Almond Mocha with No Syrup","Mocha","hot","tall","almond","none","extra","2","medium","210","6.05","dairy-free,vegan,no-added-sugar","chocolate espresso, nutty almond, unsweetened, dessert sweet"
"DRK-0154","Tall Hot Extra Almond Matcha Latte with No Syrup","Matcha Latte","hot","tall","almond","none","extra","0","medium","160","5.95","dairy-free,vegan,no-added-sugar","earthy green tea, nutty almond, unsweetened, dessert sweet"
"DRK-0155","Grande Hot Extra Soy Chai Latte with No Syrup","Chai Latte","hot","grande","soy","none","extra","0","medium","250","6.2","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, smooth soy, unsweetened, dessert sweet"
"DRK-0156","Grande Hot Extra No Milk Americano with Vanilla","Americano","hot","grande","none","vanilla","extra","2","medium","141","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, vanilla, dessert sweet"
"DRK-0157","Grande Hot Unsweetened Soy Cappuccino with Vanilla","Cappuccino","hot","grande","soy","vanilla","unsweetened","2","medium","170","6.5","dairy-free,vegan,nut-free,no-added-sugar","foamy espresso, smooth soy, vanilla, dry"
"DRK-0158","Grande Blended Unsweetened Soy Frappuccino with Vanilla","Frappuccino","blended","grande","soy","vanilla","unsweetened","0","low","340","7.8","dairy-free,vegan,nut-free,no-added-sugar","sweet blended coffee, smooth soy, vanilla, dry"
"DRK-0159","Grande Iced Unsweetened No Milk Refresher with Vanilla","Refresher","iced","grande","none","vanilla","unsweetened","0","low","135","6","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, no milk, vanilla, dry"
"DRK-0160","Grande Hot Unsweetened No Milk Herbal Tea with Vanilla","Herbal Tea","hot","grande","none","vanilla","unsweetened","0","none","55","4.9","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, vanilla, dry"
"DRK-0161","Grande Iced Unsweetened Soy Latte with Caramel","Latte","iced","grande","soy","caramel","unsweetened","2","medium","190","6.6","dairy-free,vegan,nut-free,no-added-sugar","creamy espresso, smooth soy, buttery caramel, dry"
"DRK-0162","Venti Iced Unsweetened Soy Cold Brew with Caramel","Cold Brew","iced","venti","soy","caramel","unsweetened","0","high","125","7.25","dairy-free,vegan,nut-free,no-added-sugar","bold smooth coffee, smooth soy, buttery caramel, dry"
"DRK-0163","Venti Iced Unsweetened Soy Mocha with Caramel","Mocha","iced","venti","soy","caramel","unsweetened","3","medium","335","7.65","dairy-free,vegan,nut-free,no-added-sugar","chocolate espresso, smooth soy, buttery caramel, dry"
"DRK-0164","Venti Iced Unsweetened Soy Matcha Latte with Caramel","Matcha Latte","iced","venti","soy","caramel","unsweetened","0","medium","285","7.55","dairy-free,vegan,nut-free,no-added-sugar","earthy green tea, smooth soy, buttery caramel, dry"
"DRK-0165","Venti Iced Unsweetened Soy Chai Latte with Caramel","Chai Latte","iced","venti","soy","caramel","unsweetened","0","medium","295","7.25","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, smooth soy, buttery caramel, dry"
"DRK-0166","Venti Iced Unsweetened Coconut Americano with Hazelnut","Americano","iced","venti","coconut","hazelnut","unsweetened","3","medium","125","6.25","dairy-free,vegan,no-added-sugar","clean espresso, tropical coconut, toasted hazelnut, dry"
"DRK-0167","Venti Iced Unsweetened Coconut Cappuccino with Hazelnut","Cappuccino","iced","venti","coconut","hazelnut","unsweetened","3","medium","220","6.95","dairy-free,vegan,no-added-sugar","foamy espresso, tropical coconut, toasted hazelnut, dry"
"DRK-0168","Venti Blended Unsweetened Coconut Frappuccino with Hazelnut","Frappuccino","blended","venti","coconut","hazelnut","unsweetened","0","low","390","8.25","dairy-free,vegan,no-added-sugar","sweet blended coffee, tropical coconut, toasted hazelnut, dry"
"DRK-0169","Short Iced Unsweetened Coconut Refresher with Raspberry","Refresher","iced","short","coconut","raspberry","unsweetened","0","low","75","5.65","dairy-free,vegan,low-calorie,no-added-sugar","bright fruit, tropical coconut, berry, dry"
"DRK-0170","Short Iced Light Coconut Herbal Tea with Hazelnut","Herbal Tea","iced","short","coconut","hazelnut","light","0","none","30","4.55","dairy-free,vegan,low-calorie","calm botanical, tropical coconut, toasted hazelnut, lightly sweet"
"DRK-0171","Short Blended Light Coconut Latte with Mocha","Latte","blended","short","coconut","mocha","light","2","medium","160","5.55","dairy-free,vegan","creamy espresso, tropical coconut, cocoa, lightly sweet"
"DRK-0172","Short Blended Light Coconut Cold Brew with Mocha","Cold Brew","blended","short","coconut","mocha","light","0","high","50","5.75","dairy-free,vegan,low-calorie","bold smooth coffee, tropical coconut, cocoa, lightly sweet"
"DRK-0173","Short Blended Light Coconut Mocha with Mocha","Mocha","blended","short","coconut","mocha","light","2","medium","260","6.15","dairy-free,vegan","chocolate espresso, tropical coconut, cocoa, lightly sweet"
"DRK-0174","Short Blended Light Coconut Matcha Latte with Mocha","Matcha Latte","blended","short","coconut","mocha","light","0","medium","210","6.05","dairy-free,vegan","earthy green tea, tropical coconut, cocoa, lightly sweet"
"DRK-0175","Short Blended Light Coconut Chai Latte with Mocha","Chai Latte","blended","short","coconut","mocha","light","0","medium","220","5.75","dairy-free,vegan","spiced black tea, tropical coconut, cocoa, lightly sweet"
"DRK-0176","Tall Blended Light Coconut Americano with White Mocha","Americano","blended","tall","coconut","white mocha","light","2","medium","90","5.35","dairy-free,vegan,low-calorie","clean espresso, tropical coconut, white chocolate, lightly sweet"
"DRK-0177","Tall Hot Light 2% Cappuccino with White Mocha","Cappuccino","hot","tall","2%","white mocha","light","2","medium","190","5.35","vegetarian,nut-free","foamy espresso, classic dairy, white chocolate, lightly sweet"
"DRK-0178","Tall Blended Light Nonfat Frappuccino with White Mocha","Frappuccino","blended","tall","nonfat","white mocha","light","0","low","320","6.65","vegetarian,low-fat,nut-free","sweet blended coffee, light dairy, white chocolate, lightly sweet"
"DRK-0179","Tall Blended Light No Milk Refresher with Raspberry","Refresher","blended","tall","none","raspberry","light","0","low","125","5.45","dairy-free,vegan,nut-free","bright fruit, no milk, berry, lightly sweet"
"DRK-0180","Tall Iced Light No Milk Herbal Tea with No Syrup","Herbal Tea","iced","tall","none","none","light","0","none","10","3.75","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, lightly sweet"
"DRK-0181","Tall Hot Light Soy Latte with Brown Sugar","Latte","hot","tall","soy","brown sugar","light","2","medium","183","6.05","dairy-free,vegan,nut-free","creamy espresso, smooth soy, brown sugar, lightly sweet"
"DRK-0182","Tall Iced Light No Milk Cold Brew with Brown Sugar","Cold Brew","iced","tall","none","brown sugar","light","0","high","58","5.55","dairy-free,vegan,nut-free,low-calorie","bold smooth coffee, no milk, brown sugar, lightly sweet"
"DRK-0183","Grande Hot Classic Whole Mocha with Brown Sugar","Mocha","hot","grande","whole","brown sugar","classic","2","medium","395","6.5","vegetarian,nut-free","chocolate espresso, rich dairy, brown sugar, balanced sweet"
"DRK-0184","Grande Hot Classic 2% Matcha Latte with Brown Sugar","Matcha Latte","hot","grande","2%","brown sugar","classic","0","medium","325","6.4","vegetarian,nut-free","earthy green tea, classic dairy, brown sugar, balanced sweet"
"DRK-0185","Grande Hot Classic Nonfat Chai Latte with Brown Sugar","Chai Latte","hot","grande","nonfat","brown sugar","classic","0","medium","295","6.1","vegetarian,low-fat,nut-free","spiced black tea, light dairy, brown sugar, balanced sweet"
"DRK-0186","Grande Hot Classic No Milk Americano with Cinnamon Dolce","Americano","hot","grande","none","cinnamon dolce","classic","2","medium","140","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, warm cinnamon, balanced sweet"
"DRK-0187","Grande Hot Classic Almond Cappuccino with Cinnamon Dolce","Cappuccino","hot","grande","almond","cinnamon dolce","classic","2","medium","215","6.5","dairy-free,vegan","foamy espresso, nutty almond, warm cinnamon, balanced sweet"
"DRK-0188","Grande Blended Classic Whole Frappuccino with Cinnamon Dolce","Frappuccino","blended","grande","whole","cinnamon dolce","classic","0","low","450","7.1","vegetarian,nut-free","sweet blended coffee, rich dairy, warm cinnamon, balanced sweet"
"DRK-0189","Grande Iced Classic No Milk Refresher with Cinnamon Dolce","Refresher","iced","grande","none","cinnamon dolce","classic","0","low","215","6","dairy-free,vegan,nut-free","bright fruit, no milk, warm cinnamon, balanced sweet"
"DRK-0190","Venti Hot Classic No Milk Herbal Tea with Cinnamon Dolce","Herbal Tea","hot","venti","none","cinnamon dolce","classic","0","none","180","5.35","dairy-free,vegan,nut-free","calm botanical, no milk, warm cinnamon, balanced sweet"
"DRK-0191","Venti Iced Classic Whole Latte with Peppermint","Latte","iced","venti","whole","peppermint","classic","3","medium","330","6.35","vegetarian,nut-free","creamy espresso, rich dairy, cool mint, balanced sweet"
"DRK-0192","Venti Iced Classic Whole Cold Brew with Peppermint","Cold Brew","iced","venti","whole","peppermint","classic","0","high","220","6.55","vegetarian,nut-free","bold smooth coffee, rich dairy, cool mint, balanced sweet"
"DRK-0193","Venti Iced Classic Whole Mocha with Peppermint","Mocha","iced","venti","whole","peppermint","classic","3","medium","430","6.95","vegetarian,nut-free","chocolate espresso, rich dairy, cool mint, balanced sweet"
"DRK-0194","Venti Iced Classic Whole Matcha Latte with Peppermint","Matcha Latte","iced","venti","whole","peppermint","classic","0","medium","380","6.85","vegetarian,nut-free","earthy green tea, rich dairy, cool mint, balanced sweet"
"DRK-0195","Venti Iced Classic Whole Chai Latte with Peppermint","Chai Latte","iced","venti","whole","peppermint","classic","0","medium","390","6.55","vegetarian,nut-free","spiced black tea, rich dairy, cool mint, balanced sweet"
"DRK-0196","Venti Iced Extra No Milk Americano with Raspberry","Americano","iced","venti","none","raspberry","extra","3","medium","199","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, berry, dessert sweet"
"DRK-0197","Short Iced Extra Whole Cappuccino with Raspberry","Cappuccino","iced","short","whole","raspberry","extra","2","medium","214","4.75","vegetarian,nut-free","foamy espresso, rich dairy, berry, dessert sweet"
"DRK-0198","Short Blended Extra Whole Frappuccino with Raspberry","Frappuccino","blended","short","whole","raspberry","extra","0","low","384","6.05","vegetarian,nut-free","sweet blended coffee, rich dairy, berry, dessert sweet"
"DRK-0199","Short Iced Extra No Milk Refresher with Raspberry","Refresher","iced","short","none","raspberry","extra","0","low","149","4.95","dairy-free,vegan,nut-free","bright fruit, no milk, berry, dessert sweet"
"DRK-0200","Short Iced Extra No Milk Herbal Tea with Raspberry","Herbal Tea","iced","short","none","raspberry","extra","0","none","69","3.85","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, berry, dessert sweet"
"DRK-0201","Short Blended Extra 2% Latte with No Syrup","Latte","blended","short","2%","none","extra","2","medium","120","4.25","vegetarian,nut-free,low-calorie,no-added-sugar","creamy espresso, classic dairy, unsweetened, dessert sweet"
"DRK-0202","Short Blended Extra 2% Cold Brew with No Syrup","Cold Brew","blended","short","2%","none","extra","0","high","10","4.45","vegetarian,nut-free,low-calorie,no-added-sugar","bold smooth coffee, classic dairy, unsweetened, dessert sweet"
"DRK-0203","Short Blended Extra 2% Mocha with No Syrup","Mocha","blended","short","2%","none","extra","2","medium","220","4.85","vegetarian,nut-free,no-added-sugar","chocolate espresso, classic dairy, unsweetened, dessert sweet"
"DRK-0204","Tall Blended Extra 2% Matcha Latte with No Syrup","Matcha Latte","blended","tall","2%","none","extra","0","medium","205","5.25","vegetarian,nut-free,no-added-sugar","earthy green tea, classic dairy, unsweetened, dessert sweet"
"DRK-0205","Tall Blended Extra 2% Chai Latte with No Syrup","Chai Latte","blended","tall","2%","none","extra","0","medium","215","4.95","vegetarian,nut-free,no-added-sugar","spiced black tea, classic dairy, unsweetened, dessert sweet"
"DRK-0206","Tall Blended Extra No Milk Americano with Vanilla","Americano","blended","tall","none","vanilla","extra","2","medium","96","4.55","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, vanilla, dessert sweet"
"DRK-0207","Tall Hot Extra 2% Cappuccino with Vanilla","Cappuccino","hot","tall","2%","vanilla","extra","2","medium","216","5.25","vegetarian,nut-free","foamy espresso, classic dairy, vanilla, dessert sweet"
"DRK-0208","Tall Blended Extra 2% Frappuccino with Vanilla","Frappuccino","blended","tall","2%","vanilla","extra","0","low","386","6.55","vegetarian,nut-free","sweet blended coffee, classic dairy, vanilla, dessert sweet"
"DRK-0209","Tall Blended Unsweetened No Milk Refresher with Vanilla","Refresher","blended","tall","none","vanilla","unsweetened","0","low","90","5.45","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bright fruit, no milk, vanilla, dry"
"DRK-0210","Tall Iced Unsweetened No Milk Herbal Tea with Vanilla","Herbal Tea","iced","tall","none","vanilla","unsweetened","0","none","10","4.35","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, vanilla, dry"
"DRK-0211","Grande Hot Unsweetened Nonfat Latte with Caramel","Latte","hot","grande","nonfat","caramel","unsweetened","2","medium","160","5.9","vegetarian,low-fat,nut-free,no-added-sugar","creamy espresso, light dairy, buttery caramel, dry"
"DRK-0212","Grande Iced Unsweetened Nonfat Cold Brew with Caramel","Cold Brew","iced","grande","nonfat","caramel","unsweetened","0","high","50","6.1","vegetarian,low-fat,nut-free,low-calorie,no-added-sugar","bold smooth coffee, light dairy, buttery caramel, dry"
"DRK-0213","Grande Hot Unsweetened Nonfat Mocha with Caramel","Mocha","hot","grande","nonfat","caramel","unsweetened","2","medium","260","6.5","vegetarian,low-fat,nut-free,no-added-sugar","chocolate espresso, light dairy, buttery caramel, dry"
"DRK-0214","Grande Hot Unsweetened Nonfat Matcha Latte with Caramel","Matcha Latte","hot","grande","nonfat","caramel","unsweetened","0","medium","210","6.4","vegetarian,low-fat,nut-free,no-added-sugar","earthy green tea, light dairy, buttery caramel, dry"
"DRK-0215","Grande Hot Unsweetened Nonfat Chai Latte with Caramel","Chai Latte","hot","grande","nonfat","caramel","unsweetened","0","medium","220","6.1","vegetarian,low-fat,nut-free,no-added-sugar","spiced black tea, light dairy, buttery caramel, dry"
"DRK-0216","Grande Hot Unsweetened No Milk Americano with Hazelnut","Americano","hot","grande","none","hazelnut","unsweetened","2","medium","60","5.1","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, toasted hazelnut, dry"
"DRK-0217","Grande Hot Unsweetened Nonfat Cappuccino with Hazelnut","Cappuccino","hot","grande","nonfat","hazelnut","unsweetened","2","medium","140","5.8","vegetarian,low-fat,nut-free,no-added-sugar","foamy espresso, light dairy, toasted hazelnut, dry"
"DRK-0218","Venti Blended Unsweetened Nonfat Frappuccino with Hazelnut","Frappuccino","blended","venti","nonfat","hazelnut","unsweetened","0","low","355","7.55","vegetarian,low-fat,nut-free,no-added-sugar","sweet blended coffee, light dairy, toasted hazelnut, dry"
"DRK-0219","Venti Iced Unsweetened No Milk Refresher with Raspberry","Refresher","iced","venti","none","raspberry","unsweetened","0","low","180","6.45","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0220","Venti Hot Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","hot","venti","none","hazelnut","unsweetened","0","none","100","5.35","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0221","Venti Iced Unsweetened Oat Latte with Mocha","Latte","iced","venti","oat","mocha","unsweetened","3","medium","255","7.05","dairy-free,vegan,nut-free,no-added-sugar","creamy espresso, toasty oat, cocoa, dry"
"DRK-0222","Venti Iced Light Oat Cold Brew with Mocha","Cold Brew","iced","venti","oat","mocha","light","0","high","190","7.25","dairy-free,vegan,nut-free","bold smooth coffee, toasty oat, cocoa, lightly sweet"
"DRK-0223","Venti Iced Light Oat Mocha with Mocha","Mocha","iced","venti","oat","mocha","light","3","medium","400","7.65","dairy-free,vegan,nut-free","chocolate espresso, toasty oat, cocoa, lightly sweet"
"DRK-0224","Venti Iced Light Oat Matcha Latte with Mocha","Matcha Latte","iced","venti","oat","mocha","light","0","medium","350","7.55","dairy-free,vegan,nut-free","earthy green tea, toasty oat, cocoa, lightly sweet"
"DRK-0225","Short Iced Light Oat Chai Latte with Mocha","Chai Latte","iced","short","oat","mocha","light","0","medium","235","5.75","dairy-free,vegan,nut-free","spiced black tea, toasty oat, cocoa, lightly sweet"
"DRK-0226","Short Iced Light Oat Americano with White Mocha","Americano","iced","short","oat","white mocha","light","2","medium","70","4.85","dairy-free,vegan,nut-free,low-calorie","clean espresso, toasty oat, white chocolate, lightly sweet"
"DRK-0227","Short Iced Light Oat Cappuccino with White Mocha","Cappuccino","iced","short","oat","white mocha","light","2","medium","165","5.55","dairy-free,vegan,nut-free","foamy espresso, toasty oat, white chocolate, lightly sweet"
"DRK-0228","Short Blended Light Oat Frappuccino with White Mocha","Frappuccino","blended","short","oat","white mocha","light","0","low","335","6.85","dairy-free,vegan,nut-free","sweet blended coffee, toasty oat, white chocolate, lightly sweet"
"DRK-0229","Short Iced Light Oat Refresher with Raspberry","Refresher","iced","short","oat","raspberry","light","0","low","125","5.65","dairy-free,vegan,nut-free","bright fruit, toasty oat, berry, lightly sweet"
"DRK-0230","Short Iced Light Oat Herbal Tea with No Syrup","Herbal Tea","iced","short","oat","none","light","0","none","10","3.95","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, toasty oat, unsweetened, lightly sweet"
"DRK-0231","Short Blended Light Oat Latte with Brown Sugar","Latte","blended","short","oat","brown sugar","light","2","medium","168","5.55","dairy-free,vegan,nut-free","creamy espresso, toasty oat, brown sugar, lightly sweet"
"DRK-0232","Tall Blended Light Almond Cold Brew with Brown Sugar","Cold Brew","blended","tall","almond","brown sugar","light","0","high","38","6.25","dairy-free,vegan,low-calorie","bold smooth coffee, nutty almond, brown sugar, lightly sweet"
"DRK-0233","Tall Blended Light Almond Mocha with Brown Sugar","Mocha","blended","tall","almond","brown sugar","light","2","medium","248","6.65","dairy-free,vegan","chocolate espresso, nutty almond, brown sugar, lightly sweet"
"DRK-0234","Tall Blended Light Almond Matcha Latte with Brown Sugar","Matcha Latte","blended","tall","almond","brown sugar","light","0","medium","198","6.55","dairy-free,vegan","earthy green tea, nutty almond, brown sugar, lightly sweet"
"DRK-0235","Tall Blended Classic Almond Chai Latte with Brown Sugar","Chai Latte","blended","tall","almond","brown sugar","classic","0","medium","245","6.25","dairy-free,vegan","spiced black tea, nutty almond, brown sugar, balanced sweet"
"DRK-0236","Tall Blended Classic No Milk Americano with Cinnamon Dolce","Americano","blended","tall","none","cinnamon dolce","classic","2","medium","95","4.55","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, warm cinnamon, balanced sweet"
"DRK-0237","Tall Hot Classic Almond Cappuccino with Cinnamon Dolce","Cappuccino","hot","tall","almond","cinnamon dolce","classic","2","medium","170","5.95","dairy-free,vegan","foamy espresso, nutty almond, warm cinnamon, balanced sweet"
"DRK-0238","Tall Blended Classic Almond Frappuccino with Cinnamon Dolce","Frappuccino","blended","tall","almond","cinnamon dolce","classic","0","low","340","7.25","dairy-free,vegan","sweet blended coffee, nutty almond, warm cinnamon, balanced sweet"
"DRK-0239","Grande Blended Classic No Milk Refresher with Cinnamon Dolce","Refresher","blended","grande","none","cinnamon dolce","classic","0","low","215","6","dairy-free,vegan,nut-free","bright fruit, no milk, warm cinnamon, balanced sweet"
"DRK-0240","Grande Iced Classic No Milk Herbal Tea with Cinnamon Dolce","Herbal Tea","iced","grande","none","cinnamon dolce","classic","0","none","135","4.9","dairy-free,vegan,nut-free","calm botanical, no milk, warm cinnamon, balanced sweet"
"DRK-0241","Grande Hot Classic Almond Latte with Peppermint","Latte","hot","grande","almond","peppermint","classic","2","medium","220","6.6","dairy-free,vegan","creamy espresso, nutty almond, cool mint, balanced sweet"
"DRK-0242","Grande Iced Classic Almond Cold Brew with Peppermint","Cold Brew","iced","grande","almond","peppermint","classic","0","high","110","6.8","dairy-free,vegan,low-calorie","bold smooth coffee, nutty almond, cool mint, balanced sweet"
"DRK-0243","Grande Hot Classic Soy Mocha with Peppermint","Mocha","hot","grande","soy","peppermint","classic","2","medium","355","7.2","dairy-free,vegan,nut-free","chocolate espresso, smooth soy, cool mint, balanced sweet"
"DRK-0244","Grande Hot Classic Soy Matcha Latte with Peppermint","Matcha Latte","hot","grande","soy","peppermint","classic","0","medium","305","7.1","dairy-free,vegan,nut-free","earthy green tea, smooth soy, cool mint, balanced sweet"
"DRK-0245","Grande Hot Classic Soy Chai Latte with Peppermint","Chai Latte","hot","grande","soy","peppermint","classic","0","medium","315","6.8","dairy-free,vegan,nut-free","spiced black tea, smooth soy, cool mint, balanced sweet"
"DRK-0246","Venti Hot Classic No Milk Americano with Raspberry","Americano","hot","venti","none","raspberry","classic","3","medium","175","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, berry, balanced sweet"
"DRK-0247","Venti Hot Classic Soy Cappuccino with Raspberry","Cappuccino","hot","venti","soy","raspberry","classic","3","medium","285","6.95","dairy-free,vegan,nut-free","foamy espresso, smooth soy, berry, balanced sweet"
"DRK-0248","Venti Blended Extra Soy Frappuccino with Raspberry","Frappuccino","blended","venti","soy","raspberry","extra","0","low","479","8.25","dairy-free,vegan,nut-free","sweet blended coffee, smooth soy, berry, dessert sweet"
"DRK-0249","Venti Iced Extra No Milk Refresher with Raspberry","Refresher","iced","venti","none","raspberry","extra","0","low","274","6.45","dairy-free,vegan,nut-free","bright fruit, no milk, berry, dessert sweet"
"DRK-0250","Venti Hot Extra No Milk Herbal Tea with Raspberry","Herbal Tea","hot","venti","none","raspberry","extra","0","none","194","5.35","dairy-free,vegan,nut-free","calm botanical, no milk, berry, dessert sweet"
